request_id,effect_logit,effect_OR
NCT01577680,2.6543074559794912,14.215138040780095
NCT00929331,2.7493805010733823,15.632944291562882
NCT00116844,2.8032390453107885,16.497998084124468
NCT00038506,2.8120193187133147,16.643492824979024
NCT03444870,2.8312584672372503,16.9667995560398
NCT02349802,2.871618374661753,17.66558461254512
NCT00265148,2.9419424065916493,18.95262428414267
NCT01322217,3.0028622442631403,20.143108989371584
NCT01154114,3.067753956382075,21.493572917670246
NCT01101568,3.1000574849449523,22.19922736612658
NCT00274053,3.1202259757422275,22.65149775388668
NCT00017953,3.1425142086553834,23.162027884591026
NCT00520936,3.146178486215391,23.2470556711795
NCT01499043,3.1665220379946315,23.72482665388851
NCT01117051,3.198830826153951,24.50386416547817
NCT00543855,3.2920257948777754,26.89729690828397
NCT00129259,3.3418008986558045,28.269992280886193
NCT00956436,3.3666282642693264,28.980647054602866
NCT00444509,3.3744658569721273,29.208678002038734
NCT01147926,3.4348503749089696,31.02676983494131
NCT00387088,3.4474699030068052,31.42079399906676
NCT00306943,3.468683939701908,32.09447637236197
NCT01736176,3.524107539213454,33.92348472257512
NCT00878644,3.597800873078068,36.517838713625444
NCT01328041,3.6803348446690123,39.65967167911718
NCT00307541,3.764356671826421,43.135946361995224
NCT00645905,3.799767840887834,44.69080791055182
NCT00256867,4.07227974557469,58.69060985121946
NCT01502423,4.269008722417862,71.45077295328078
NCT01433393,6.845905616565123,940.0241971344402
