request_id,effect_logit,effect_OR
NCT00023595,2.2870527709896793,9.845876823900529
NCT00197236,2.2954115906637558,9.928521658240236
NCT00259064,2.2964591409510082,9.938927733447251
NCT00263692,2.3674385449924817,10.670026458205811
NCT00034840,2.388190843490282,10.893767573856207
NCT00210548,2.4227475864495043,11.276800773248965
NCT00264537,2.4595182334961634,11.699173911966382
NCT00239681,2.4765653437486885,11.900320633530834
NCT00085644,2.5766973146478,13.153624061008937
NCT00232596,2.5792667316080595,13.187464662450118
NCT00319098,2.6010418079615545,13.477771973543964
NCT00109330,2.6302451024797566,13.877170814305469
NCT00023231,2.72939273327858,15.323578694480899
NCT00195494,2.7302971080541942,15.337443220943356
NCT00306592,2.7756218030143396,16.048602963489447
NCT00073164,2.8280888951627823,16.913107197823766
NCT00261365,2.83190812919809,16.977825821593385
NCT00244764,2.884160154591589,17.88853767876752
NCT00137969,2.957577437206056,19.251277789498168
NCT00033592,2.964908236541345,19.392923598076692
NCT00307034,2.9966696894176827,20.018757107505337
NCT00241644,3.021433984515804,20.520696957491328
NCT00195819,3.18470677852329,24.160203076686763
NCT00269867,3.1872429104001023,24.221554302375306
NCT00239460,3.207324272079523,24.712872755850885
NCT00299702,3.221519749683814,25.06618557667968
NCT00263679,3.4433730406788023,31.29233065980397
NCT00152009,3.529416329715923,34.104056280275216
NCT00264615,3.7340283608074665,41.847345282245854
NCT00235872,4.2917499310268905,73.09426657307732
